ID,出典,問題文,正解,誤答1,誤答2,誤答3,意味・分類タグ,文意訳（ヒント）,解説,,,,,,,,,,,,,,,,
82,2018-2,He had to spend a lot of money in order to ( ) the house to its original condition.,restore,accompany,punish,compare,動詞・修復する,彼は家を元の状態に修復するために多額のお金を使わなければなりませんでした。,【正解のポイント】元に戻す。restore（修復する、回復させる）。restore confidence（信頼を回復する）なども重要。【紛らわしい選択肢】accompany（同行する）。,,,,,,,,,,,,,,,,
83,2018-2,"Annette usually goes on vacation with her friends, but ( ) time to time, she likes to travel alone.",from,since,around,with,熟語・時々,アネットは普段友達と休暇に行きますが、時々、一人旅をするのが好きです。,【正解のポイント】from time to time（時々）。sometimesやoccasionallyの言い換え。,,,,,,,,,,,,,,,,
84,2018-2,Air conditioners were in ( ) last summer because of the very hot temperatures.,demand,common,advance,detail,熟語・需要がある,猛暑のため、昨年の夏はエアコンの需要がありました。,【正解のポイント】in demand（需要がある、人気がある）。supply and demand（需要と供給）。【紛らわしい選択肢】in advance（前もって）、in detail（詳細に）。,,,,,,,,,,,,,,,,
85,2018-2,"Donna had to wait at home until the repairman came. ( ), she washed the dishes.",In the meantime,To some extent,At any cost,On the contrary,熟語・その間に,ドナは修理人が来るまで家で待たなければなりませんでした。その間に、彼女は皿を洗いました。,【正解のポイント】待っている間の時間。In the meantime（その間に）。meanwhileと同義。【紛らわしい選択肢】To some extent（ある程度まで）、On the contrary（それどころか）。これらは長文の論理マーカーとして必須です。,,,,,,,,,,,,,,,,
86,2018-2,Gary decided to play badly so that his client would not lose ( ).,face,signal,cause,part,熟語・面目を失う,ゲイリーは、顧客が面目を失わないように（恥をかかないように）、下手にプレーすることにしました。,【正解のポイント】lose face（面目を失う、顔をつぶす）。アジア的な概念ですが英語でも使われます。【紛らわしい選択肢】lose heart（くじける）などもあります。,,,,,,,,,,,,,,,,
87,2018-2,His boss told him that he would have to ( ) any mistakes that his team made.,answer for,rely on,vote for,insist on,句動詞・責任を取る,上司は彼に、チームが犯したどんなミスに対しても責任を取らなければならないと言いました。,【正解のポイント】answer for（～の責任を取る、説明責任を負う）。take responsibility forのイディオム版。【紛らわしい選択肢】insist on（主張する）、rely on（頼る）。,,,,,,,,,,,,,,,,
88,2018-2,"A fungus called Panama disease began killing Gros Michel bananas. ( ), a fungus called Panama disease...",Unfortunately,In contrast,For instance,Additionally,長文語彙・不運にも,不運にも、パナマ病と呼ばれる菌類がグロス・ミシェル種のバナナを枯らし始めました。,【正解のポイント】長文（New Bananas）の空所補充。良いバナナがあったが、病気が広まったというネガティブな展開への接続詞。Unfortunately（不運にも）。,,,,,,,,,,,,,,,,
89,2018-3,Scott has decided to ( ) in a marathon next month.,participate,spread,delay,whisper,動詞・参加する,スコットは来月のマラソンに参加することに決めました。,【正解のポイント】participate in（参加する）。take part inと同じ。【紛らわしい選択肢】delay（遅らせる）、whisper（ささやく）。,,,,,,,,,,,,,,,,
90,2018-3,"I’m sorry, ma’am, but it’s ( ) to park here. Your car is blocking the entrance.",illegal,common,private,complex,形容詞・違法の,申し訳ありませんが、ここに駐車するのは違法です。あなたの車は入り口を塞いでいます。,【正解のポイント】やってはいけないこと。illegal（違法の）。il-（否定）＋legal（合法の）。【紛らわしい選択肢】complex（複雑な）。,,,,,,,,,,,,,,,,
91,2018-3,He made sure that his health ( ) would cover him if he got sick overseas.,insurance,affection,violence,mineral,名詞・保険,彼は、海外で病気になった場合に健康保険が適用されるか確認しました。,【正解のポイント】病気や事故への備え。insurance（保険）。cover（補償する）との相性が良い。【紛らわしい選択肢】affection（愛情）、violence（暴力）。,,,,,,,,,,,,,,,,
92,2018-3,Andy and Samantha ( ) to get married next year.,intend,matter,regret,preserve,動詞・つもりである,アンディとサマンサは来年結婚するつもりです。,【正解のポイント】intend to do（～するつもりである）。intention（意図）の動詞形。【紛らわしい選択肢】regret（後悔する）、preserve（保存する）。,,,,,,,,,,,,,,,,
93,2018-3,"When people ask Lori what her ( ) is, she usually says that she is an office worker.",occupation,signature,disaster,emotion,名詞・職業,ロリは職業を聞かれると、たいてい会社員だと言います。,【正解のポイント】仕事（job）のフォーマルな言い方。occupation（職業）。occupy（占める）→時間を占めるもの→仕事。【紛らわしい選択肢】disaster（災害）。,,,,,,,,,,,,,,,,
94,2018-3,"When the Internet was first created, few people understood its ( ).",significance,confusion,allowance,pronunciation,名詞・重要性,インターネットが最初に作られたとき、その重要性を理解していた人はほとんどいませんでした。,【正解のポイント】意義、重要性。significance。準1級合格に不可欠な抽象名詞です。signify（意味する）の名詞形。【紛らわしい選択肢】allowance（手当・小遣い）、pronunciation（発音）。,,,,,,,,,,,,,,,,
95,2018-3,"I’ll only give you the money if you ask ( ), Darren. You could start by saying “please.”",politely,safely,widely,accidentally,副詞・丁寧に,丁寧に頼むならお金をあげるよ、ダレン。「お願いします」と言うことから始めたらどうだい。,【正解のポイント】礼儀正しく。politely（丁寧に）。【紛らわしい選択肢】accidentally（偶然に）は「うっかり」の文脈でよく出ます。,,,,,,,,,,,,,,,,
96,2018-3,The students began working with more ( ) when they heard they would get a prize.,enthusiasm,coincidence,origin,warning,名詞・熱意,賞品がもらえると聞いて、生徒たちはより熱意を持って取り組み始めました。,【正解のポイント】やる気。enthusiasm（熱意、熱狂）。【紛らわしい選択肢】coincidence（偶然の一致）は準1級レベルの良語。,,,,,,,,,,,,,,,,
97,2018-3,"The photograph of the crowded stadium was ( ), so it was difficult to see the faces.",out of focus,in the moment,at its best,to the point,熟語・ぼやけて,混雑したスタジアムの写真はピンボケだったので、顔をはっきりと見るのは難しかった。,【正解のポイント】focus（焦点）が合っていない。out of focus。【紛らわしい選択肢】to the point（要領を得て、適切な）。,,,,,,,,,,,,,,,,
98,2018-3,Julie named her kitten Oliver ( ) a character in one of her favorite novels.,after,in,with,to,熟語・～にちなんで,ジュリーはお気に入りの小説の登場人物にちなんで、子猫をオリバーと名付けました。,【正解のポイント】name A after B（BにちなんでAと名付ける）。由来を表すafter。【紛らわしい選択肢】前置詞の穴埋めは文脈理解が必須です。,,,,,,,,,,,,,,,,
99,2018-3,Do you mind if I use this computer? - It’s fine as ( ) as I’m concerned.,long,far,much,well,熟語・～に関する限り,このコンピュータを使ってもいいですか？ - 私に関する限り（私は）構いませんよ。,【正解のポイント】as far as I'm concerned（私の意見としては、私に関しては）。範囲を限定するfar。as long as（～である限り＝条件）との使い分けが頻出。,,,,,,,,,,,,,,,,
